Student_ID,Wave_Year,University,Gender,Age,Urban_Rural,Family_Income,Internet_Reliability,Current_AI_User,AI_Daily_Hours,Academic_AI_Hours_Weekly,Paid_Subscription,Primary_AI_Tool,Peer_AI_Consultation,Semester_GPA,Perceived_GPA_Impact,Time_Saved_Pct,Critical_Thinking_Impact,Problem_Solving_Improvement,Exam_Prep_AI,Attention_Span_Mins,AI_Distraction_Level,Technostress_Overload,Techno_Eustress,Literacy_Awareness,Literacy_Usage_Skill,Hallucination_Detection,Career_Preparedness,Digital_Divide_Barrier,Policy_Preference
STU-11937,2027,DU,Female,20,Urban,Upper-Middle,1,1,3.56,7.81,0,GitHub Copilot,4,2.65,0,22.5,1,2,1,46,1,2,5,4,3,5,1,2,Neutral
STU-11937,2028,DU,Female,21,Urban,Upper-Middle,2,1,5.47,17.84,0,GitHub Copilot,5,2.66,0,15.4,1,1,0,37,5,4,4,5,4,4,2,2,Banned
STU-11938,2026,KU,Female,20,Rural,Lower-Middle,3,1,2.72,10.16,0,Claude,2,3.43,3,23.1,1,3,0,27,2,2,1,2,2,2,2,4,Restriction
STU-11938,2027,KU,Female,21,Rural,Lower-Middle,1,1,4.24,14.6,0,Gemini,1,3.52,2,49.5,2,4,1,42,4,1,3,3,2,2,5,5,Banned
STU-11938,2028,KU,Female,21,Rural,Lower-Middle,5,1,6.64,26.02,0,Gemini,4,3.7,2,35.4,1,1,0,36,5,5,5,3,2,3,4,5,Restriction
STU-11939,2026,BRACU,Female,20,Urban,Middle,1,0,0.0,0.0,0,Gemini,2,3.09,1,0.0,5,3,1,35,4,2,2,3,3,2,3,1,Banned
STU-11939,2027,BRACU,Female,21,Urban,Middle,3,1,3.35,9.11,0,Claude,4,3.27,2,11.2,2,5,1,55,1,2,1,4,4,4,3,2,Restriction
STU-11939,2028,BRACU,Female,21,Urban,Middle,2,1,3.12,7.32,0,Claude,5,3.25,2,46.7,1,4,0,45,3,2,2,4,4,1,2,3,Banned
STU-11940,2026,BRUR,Male,20,Urban,Lower-Middle,3,1,2.03,4.38,0,ChatGPT,5,3.8,2,27.3,3,5,1,33,4,3,2,2,1,4,5,3,Restriction
STU-11940,2027,BRUR,Male,20,Urban,Lower-Middle,3,1,1.89,4.08,0,ChatGPT,4,3.68,1,43.4,4,5,1,48,2,2,2,2,2,2,1,5,Integration
STU-11940,2028,BRUR,Male,21,Urban,Lower-Middle,5,1,4.66,18.03,0,GitHub Copilot,2,3.46,3,30.3,4,4,0,47,2,1,2,4,3,2,4,3,Neutral
STU-11941,2026,KUET,Male,20,Rural,Lower-Middle,5,1,0.86,1.99,0,GitHub Copilot,5,3.63,0,24.6,1,4,1,27,3,1,1,3,3,5,2,2,Neutral
STU-11941,2027,KUET,Male,21,Rural,Lower-Middle,4,0,0.24,0.85,0,ChatGPT,1,3.81,3,0.0,1,2,0,33,5,2,4,5,5,3,2,2,Neutral
STU-11941,2028,KUET,Male,22,Rural,Lower-Middle,2,1,3.54,11.57,0,ChatGPT,5,3.79,-1,46.4,1,2,0,43,4,5,2,5,4,3,4,2,Integration
STU-11942,2026,KU,Female,20,Urban,Upper-Middle,3,1,3.0,9.54,0,ChatGPT,3,3.87,1,47.3,3,3,0,56,1,2,1,1,1,4,2,1,Neutral
STU-11942,2027,KU,Female,21,Urban,Upper-Middle,5,1,3.25,9.01,0,ChatGPT,3,3.61,2,22.9,2,1,1,14,3,5,2,2,2,3,5,5,Restriction
STU-11942,2028,KU,Female,21,Urban,Upper-Middle,3,1,3.08,10.38,0,Other,3,3.69,-1,15.3,1,5,0,29,2,2,4,4,3,1,4,3,Restriction
STU-11943,2026,UIU,Male,20,Urban,Middle,5,1,0.64,2.51,0,ChatGPT,5,3.35,3,18.5,4,1,1,49,4,1,1,3,2,2,3,4,Banned
STU-11943,2027,UIU,Male,21,Urban,Middle,1,1,5.35,13.87,0,ChatGPT,3,3.59,2,13.4,5,3,0,31,4,1,2,3,3,3,4,1,Integration
STU-11943,2028,UIU,Male,22,Urban,Middle,1,1,5.02,18.78,1,ChatGPT,5,3.45,2,18.8,2,2,1,51,3,2,4,4,3,1,3,4,Restriction
STU-11944,2026,CUET,Female,19,Rural,Middle,1,1,3.36,12.48,0,GitHub Copilot,3,2.92,-1,24.9,1,4,1,42,2,4,1,2,2,1,4,1,Neutral
STU-11944,2027,CUET,Female,21,Rural,Middle,1,1,5.98,22.52,0,Claude,2,3.04,1,47.9,5,1,0,26,4,2,4,3,3,3,2,1,Restriction
STU-11944,2028,CUET,Female,21,Rural,Middle,5,1,5.19,19.93,0,ChatGPT,5,3.11,1,44.5,3,1,1,49,5,3,5,4,3,3,2,1,Integration
STU-11945,2026,BRACU,Female,19,Urban,Upper-Middle,4,1,1.77,4.67,0,ChatGPT,1,2.74,1,13.4,4,3,1,57,5,5,2,2,2,5,5,4,Neutral
STU-11945,2027,BRACU,Female,21,Urban,Upper-Middle,5,1,6.33,19.98,1,Gemini,1,3.0,1,38.0,5,3,0,39,2,5,5,3,3,5,5,2,Integration
STU-11945,2028,BRACU,Female,21,Urban,Upper-Middle,3,1,4.56,14.35,0,Claude,2,2.94,3,12.1,3,4,0,39,1,5,2,5,5,5,2,1,Integration
STU-11946,2026,NSU,Male,19,Urban,Low,5,1,2.52,8.12,1,Gemini,5,2.64,3,43.5,5,4,0,67,1,3,2,3,3,5,5,5,Banned
STU-11946,2027,NSU,Male,21,Urban,Low,2,1,3.97,12.67,0,GitHub Copilot,1,2.8,2,34.4,3,1,1,37,4,5,4,3,3,3,5,5,Banned
STU-11946,2028,NSU,Male,21,Urban,Low,1,1,2.38,8.36,0,Other,4,2.72,3,19.2,2,5,1,26,3,2,4,4,4,5,3,3,Restriction
STU-11947,2026,EWU,Female,19,Urban,Upper-Middle,1,1,1.56,5.06,0,Gemini,5,2.95,0,18.8,4,1,0,35,2,5,4,2,2,2,5,4,Integration
STU-11947,2027,EWU,Female,20,Urban,Upper-Middle,4,1,1.07,2.48,0,ChatGPT,2,3.0,1,49.1,3,3,0,30,1,5,3,4,3,2,3,4,Neutral
STU-11947,2028,EWU,Female,22,Urban,Upper-Middle,1,1,2.93,7.26,0,Other,2,2.93,3,27.7,1,4,1,34,1,5,5,4,4,4,1,5,Integration
STU-11948,2026,ULAB,Male,19,Urban,Lower-Middle,4,1,2.56,7.35,0,Other,4,2.75,-1,21.2,4,4,0,47,1,2,1,3,2,1,4,3,Banned
STU-11948,2027,ULAB,Male,20,Urban,Lower-Middle,4,1,3.76,15.02,0,Gemini,1,2.74,0,43.0,2,2,0,57,5,5,4,4,4,4,4,1,Integration
STU-11948,2028,ULAB,Male,21,Urban,Lower-Middle,1,1,4.65,15.11,0,Other,2,2.58,3,46.3,1,3,1,52,1,1,1,5,4,3,1,3,Restriction
STU-11949,2026,IUB,Female,19,Urban,Low,5,0,0.0,0.0,0,Gemini,2,3.48,2,0.0,5,2,1,50,1,1,4,3,2,1,3,3,Integration
STU-11949,2027,IUB,Female,20,Urban,Low,3,1,1.17,3.85,0,Claude,2,3.56,2,21.1,5,3,1,40,1,4,1,3,2,5,4,2,Neutral
STU-11949,2028,IUB,Female,21,Urban,Low,5,1,4.14,11.05,0,Gemini,1,3.38,2,19.8,4,1,0,37,4,1,3,5,4,3,3,1,Banned
STU-11950,2026,KU,Female,19,Urban,Middle,4,1,2.82,6.15,1,Other,3,2.63,1,13.1,4,3,0,41,1,4,4,2,2,2,3,4,Neutral
STU-11950,2027,KU,Female,21,Urban,Middle,5,1,3.81,11.33,1,GitHub Copilot,3,3.02,0,27.3,5,1,0,49,1,1,3,3,2,4,3,1,Neutral
STU-11950,2028,KU,Female,22,Urban,Middle,3,1,3.02,11.22,0,Other,2,2.99,3,40.3,3,5,0,52,4,1,4,4,3,5,4,3,Integration
STU-11951,2026,MIST,Female,19,Urban,Lower-Middle,1,1,3.05,6.16,0,GitHub Copilot,5,3.4,1,31.8,4,4,1,38,1,4,3,3,3,3,2,4,Integration
STU-11951,2027,MIST,Female,20,Urban,Lower-Middle,3,1,4.61,15.71,0,ChatGPT,1,3.46,-1,35.5,1,1,1,53,1,5,3,4,4,2,4,2,Restriction
STU-11951,2028,MIST,Female,22,Urban,Lower-Middle,2,1,4.8,11.54,0,Other,4,3.45,0,46.5,1,2,0,40,4,4,1,5,5,1,4,2,Neutral
STU-11952,2026,EWU,Female,19,Urban,Low,3,1,4.51,13.84,0,ChatGPT,3,3.45,2,38.7,3,1,0,41,1,5,5,3,2,5,2,2,Integration
STU-11952,2027,EWU,Female,21,Urban,Low,1,1,2.08,7.19,1,Claude,3,3.49,3,32.8,2,3,0,54,5,3,3,4,4,3,5,3,Restriction
STU-11952,2028,EWU,Female,22,Urban,Low,5,1,6.97,21.02,0,GitHub Copilot,2,3.46,1,38.5,1,4,1,38,5,5,1,4,4,3,3,4,Integration
STU-11953,2026,BRACU,Male,19,Urban,Low,2,1,2.21,5.41,0,Gemini,5,3.5,1,16.1,1,5,1,49,3,5,3,1,0,1,1,1,Banned
STU-11953,2027,BRACU,Male,20,Urban,Low,5,0,0.07,0.22,0,GitHub Copilot,4,3.46,-1,0.0,4,3,0,49,2,2,5,2,1,3,1,5,Banned
STU-11953,2028,BRACU,Male,22,Urban,Low,4,1,5.24,16.97,0,Other,2,3.45,3,37.0,2,3,1,37,3,4,4,4,3,3,5,2,Banned
STU-11954,2026,IUB,Male,20,Rural,Upper-Middle,2,0,0.38,1.09,0,GitHub Copilot,1,2.51,0,0.0,5,2,0,46,5,2,2,1,0,2,1,2,Neutral
STU-11954,2027,IUB,Male,21,Rural,Upper-Middle,1,1,5.72,13.82,0,Other,1,2.66,3,10.5,2,5,1,72,1,5,1,3,2,5,1,4,Restriction
STU-11954,2028,IUB,Male,22,Rural,Upper-Middle,1,1,7.33,21.71,1,Other,1,2.66,2,44.0,5,4,1,37,2,3,3,3,2,4,5,4,Restriction
STU-11955,2026,RUET,Male,19,Rural,Middle,2,1,2.07,5.58,0,ChatGPT,2,2.76,2,48.0,1,3,1,23,1,2,1,3,3,2,4,2,Neutral
STU-11955,2027,RUET,Male,21,Rural,Middle,4,1,4.04,9.46,0,Claude,3,2.72,-1,42.1,5,5,0,25,2,5,1,4,3,3,5,4,Integration
STU-11955,2028,RUET,Male,21,Rural,Middle,4,1,3.02,7.82,0,Gemini,4,2.86,0,32.4,3,4,1,51,2,2,1,5,5,5,4,3,Neutral
STU-11956,2026,AUST,Male,20,Rural,Low,5,1,2.76,9.15,1,ChatGPT,3,3.63,1,49.7,5,3,1,49,4,1,5,1,0,3,2,3,Neutral
STU-11956,2027,AUST,Male,20,Rural,Low,4,1,3.23,10.17,0,Other,4,3.68,2,46.6,2,1,0,22,2,2,3,2,2,3,5,2,Restriction
STU-11956,2028,AUST,Male,22,Rural,Low,5,1,2.96,8.61,0,Gemini,3,3.98,0,28.8,2,3,1,49,5,1,1,3,3,4,4,5,Restriction
STU-11957,2026,AUST,Male,20,Urban,Lower-Middle,1,0,0.0,0.0,0,Claude,3,3.43,1,0.0,2,3,0,51,4,4,3,4,3,3,4,3,Neutral
STU-11957,2027,AUST,Male,20,Urban,Lower-Middle,5,1,3.29,9.5,1,GitHub Copilot,2,3.48,-1,36.2,4,3,1,43,5,5,3,5,4,1,4,5,Neutral
STU-11957,2028,AUST,Male,22,Urban,Lower-Middle,4,1,3.71,13.29,0,Other,1,3.53,3,18.9,5,2,0,37,3,5,4,5,4,4,2,4,Restriction
STU-11958,2026,UIU,Male,20,Urban,Lower-Middle,3,0,0.0,0.0,1,Gemini,5,3.57,3,0.0,2,4,1,40,5,1,4,3,2,5,2,2,Restriction
STU-11958,2027,UIU,Male,20,Urban,Lower-Middle,2,1,3.14,8.12,0,ChatGPT,4,3.85,2,22.5,5,3,0,23,5,4,5,5,4,4,4,1,Neutral
STU-11958,2028,UIU,Male,22,Urban,Lower-Middle,1,1,6.17,18.18,0,Gemini,1,3.8,1,22.5,1,3,1,29,4,2,3,5,5,4,2,2,Restriction
STU-11959,2026,IUB,Male,19,Urban,Lower-Middle,4,1,2.5,8.53,0,GitHub Copilot,2,4.0,1,29.6,4,2,0,33,5,2,2,2,2,4,5,5,Restriction
STU-11959,2027,IUB,Male,20,Urban,Lower-Middle,2,1,1.71,5.08,0,Gemini,3,3.91,2,22.7,3,4,0,39,2,3,1,3,3,3,5,3,Neutral
STU-11959,2028,IUB,Male,21,Urban,Lower-Middle,4,1,2.58,6.31,0,Gemini,4,3.97,2,39.3,1,5,1,41,2,1,2,3,2,2,3,2,Restriction
STU-11960,2026,DMC,Female,19,Urban,Middle,4,1,2.21,7.36,0,Claude,4,3.62,1,41.1,1,3,0,44,3,5,5,1,0,4,1,4,Restriction
STU-11960,2027,DMC,Female,20,Urban,Middle,4,1,3.92,15.45,0,ChatGPT,2,3.66,1,45.9,5,1,0,44,1,5,2,2,2,4,4,1,Integration
STU-11960,2028,DMC,Female,22,Urban,Middle,4,1,1.98,4.59,0,GitHub Copilot,5,3.7,2,27.0,5,2,0,37,3,5,3,3,3,5,2,5,Neutral
STU-11961,2026,DU,Male,19,Urban,Low,5,0,0.0,0.0,0,ChatGPT,4,2.64,-1,0.0,5,3,0,58,4,2,3,2,1,5,5,3,Restriction
STU-11961,2027,DU,Male,21,Urban,Low,2,1,2.76,10.07,0,Claude,1,2.72,2,32.5,4,5,0,56,1,4,4,3,3,1,2,4,Integration
STU-11961,2028,DU,Male,21,Urban,Low,1,1,3.25,11.51,0,ChatGPT,2,2.6,0,31.2,2,3,1,46,5,1,1,5,4,2,2,5,Integration
STU-11962,2026,SSMC,Female,19,Rural,Middle,4,1,2.96,6.57,0,Gemini,1,3.76,2,44.5,5,1,0,47,2,4,3,3,3,2,2,4,Neutral
STU-11962,2027,SSMC,Female,21,Rural,Middle,5,1,2.6,6.88,1,Gemini,2,3.65,1,17.8,4,2,1,63,3,4,3,4,4,5,5,4,Neutral
STU-11962,2028,SSMC,Female,21,Rural,Middle,3,1,3.84,12.07,1,GitHub Copilot,3,3.67,1,26.6,5,5,0,35,5,3,4,4,3,5,1,2,Integration
STU-11963,2026,CU,Female,19,Rural,Middle,1,1,2.54,5.67,0,Gemini,4,2.51,2,31.7,3,2,0,47,3,3,4,2,2,3,3,4,Restriction
STU-11963,2027,CU,Female,21,Rural,Middle,1,1,4.0,13.5,0,Gemini,1,2.35,-1,31.9,1,3,0,35,1,4,3,2,1,5,3,2,Restriction
STU-11963,2028,CU,Female,22,Rural,Middle,5,1,4.74,10.07,0,Claude,4,2.46,2,34.5,1,1,0,57,5,1,2,4,3,5,1,5,Integration
STU-11964,2026,BUP,Male,20,Urban,Low,5,1,3.34,8.08,0,Gemini,2,3.37,2,37.5,3,4,0,47,4,5,5,1,1,5,3,1,Restriction
STU-11964,2027,BUP,Male,21,Urban,Low,3,1,3.16,6.39,1,Gemini,3,3.27,-1,14.2,3,2,1,60,2,4,2,3,2,2,4,1,Integration
STU-11964,2028,BUP,Male,22,Urban,Low,5,1,4.24,16.34,1,Claude,3,3.48,0,41.5,1,5,0,34,2,1,5,4,4,4,3,2,Restriction
STU-11965,2026,KUET,Female,20,Rural,High,1,1,3.56,10.13,0,Other,1,2.88,0,30.1,2,3,0,35,5,5,5,3,3,1,5,3,Restriction
STU-11965,2027,KUET,Female,21,Rural,High,1,1,6.82,13.66,0,Gemini,3,2.87,0,33.3,3,4,1,46,4,2,3,5,4,3,1,2,Neutral
STU-11965,2028,KUET,Female,22,Rural,High,3,1,4.43,16.56,0,Gemini,4,2.95,1,28.1,1,1,1,35,4,4,4,5,4,4,2,1,Integration
STU-11966,2026,UIU,Male,19,Rural,Low,4,1,1.33,4.24,0,Gemini,4,3.94,0,38.0,3,2,0,59,5,1,1,3,2,2,3,3,Restriction
STU-11966,2027,UIU,Male,21,Rural,Low,1,1,3.57,7.66,0,ChatGPT,2,3.78,2,46.7,4,1,1,50,1,1,5,4,4,3,2,2,Banned
STU-11966,2028,UIU,Male,22,Rural,Low,3,1,3.17,11.67,0,GitHub Copilot,1,3.95,2,44.6,1,4,1,34,2,4,1,5,4,1,3,1,Neutral
STU-11967,2026,JU,Male,19,Rural,Middle,4,1,2.42,7.32,0,ChatGPT,5,3.57,2,41.1,3,2,0,56,4,2,3,3,2,5,3,4,Integration
STU-11967,2027,JU,Male,20,Rural,Middle,2,1,2.14,4.67,0,GitHub Copilot,4,3.69,3,40.9,1,5,0,33,5,1,4,4,4,3,3,4,Banned
STU-11967,2028,JU,Male,21,Rural,Middle,5,1,5.22,14.0,1,Gemini,2,3.56,-1,33.6,5,4,0,43,5,4,3,5,4,2,2,3,Banned
STU-11968,2026,SUST,Female,19,Rural,Middle,4,0,0.0,0.0,0,GitHub Copilot,5,2.66,2,0.0,5,3,1,60,5,4,5,3,3,2,1,1,Banned
STU-11968,2027,SUST,Female,20,Rural,Middle,5,1,3.66,12.29,0,ChatGPT,1,2.77,-1,11.5,5,1,0,41,2,5,3,4,3,4,4,5,Restriction
STU-11968,2028,SUST,Female,22,Rural,Middle,3,1,6.83,19.85,0,Gemini,4,2.81,2,22.5,5,3,0,40,1,5,1,5,5,4,3,3,Integration
STU-11969,2026,EWU,Female,20,Urban,Upper-Middle,2,0,0.0,0.0,1,Other,1,3.93,3,0.0,5,4,1,45,3,1,3,1,0,3,1,3,Integration
STU-11969,2027,EWU,Female,20,Urban,Upper-Middle,4,1,1.81,6.81,0,ChatGPT,4,3.93,2,16.3,1,4,1,38,5,2,3,3,2,2,1,1,Neutral
STU-11969,2028,EWU,Female,21,Urban,Upper-Middle,4,1,5.27,15.06,0,Claude,2,3.72,3,24.0,5,1,1,42,1,3,3,3,3,4,5,4,Banned
STU-11970,2026,KU,Female,20,Urban,Middle,2,1,2.38,8.83,0,Claude,2,2.62,3,29.6,3,4,0,38,5,2,3,2,1,4,3,5,Neutral
STU-11970,2027,KU,Female,20,Urban,Middle,3,1,2.62,5.4,0,GitHub Copilot,2,2.54,0,28.9,5,5,0,51,1,4,5,3,2,4,2,3,Neutral
STU-11970,2028,KU,Female,22,Urban,Middle,5,1,1.12,2.49,0,Claude,4,2.59,-1,37.6,1,4,0,44,5,2,2,5,5,5,4,3,Neutral
STU-11971,2026,AIUB,Female,19,Rural,Lower-Middle,4,1,4.92,18.67,0,GitHub Copilot,4,3.87,2,20.2,3,4,0,44,1,3,1,2,2,2,5,4,Banned
STU-11971,2027,AIUB,Female,20,Rural,Lower-Middle,4,1,4.19,15.97,0,ChatGPT,5,3.88,1,16.0,1,5,1,49,4,2,5,4,4,4,5,1,Restriction
STU-11971,2028,AIUB,Female,22,Rural,Lower-Middle,4,1,3.72,10.5,0,Gemini,2,3.88,3,16.9,4,4,0,30,3,2,4,5,5,2,3,3,Banned
STU-11972,2026,DMC,Female,19,Urban,Middle,5,1,1.71,4.4,0,Other,4,3.89,2,38.1,1,2,0,49,5,4,1,3,2,4,5,1,Integration
STU-11972,2027,DMC,Female,20,Urban,Middle,2,1,1.09,2.2,1,GitHub Copilot,2,3.97,2,46.2,3,2,1,48,1,2,2,4,3,5,3,1,Restriction
STU-11972,2028,DMC,Female,22,Urban,Middle,5,1,3.99,14.31,0,Gemini,5,4.0,2,44.1,2,5,0,31,2,1,3,4,4,2,1,1,Integration
STU-11973,2026,CUET,Female,20,Urban,Lower-Middle,4,1,1.17,3.08,0,ChatGPT,2,3.62,3,14.1,1,5,1,41,4,1,2,3,2,2,5,5,Integration
STU-11973,2027,CUET,Female,20,Urban,Lower-Middle,5,1,6.04,19.97,0,Gemini,4,3.68,-1,48.3,1,4,0,39,2,2,2,4,3,1,4,1,Banned
STU-11973,2028,CUET,Female,22,Urban,Lower-Middle,4,1,4.58,13.95,0,Other,5,3.69,-1,18.4,1,2,1,23,3,1,1,4,4,4,3,2,Banned
STU-11974,2026,MIST,Female,19,Urban,Middle,4,1,2.39,6.58,0,Other,4,2.66,1,45.7,1,5,0,50,2,3,1,4,4,1,2,5,Neutral
STU-11974,2027,MIST,Female,21,Urban,Middle,3,1,2.81,7.27,0,Gemini,4,2.81,0,11.5,2,4,1,43,3,5,4,5,5,1,1,4,Restriction
STU-11974,2028,MIST,Female,22,Urban,Middle,3,1,3.38,9.86,0,ChatGPT,3,2.82,0,17.8,3,5,0,54,2,3,5,5,5,1,2,2,Integration
STU-11975,2026,AIUB,Male,19,Rural,Middle,4,1,1.15,3.82,0,Gemini,4,3.9,1,29.0,1,2,1,38,2,1,4,3,3,3,1,5,Integration
STU-11975,2027,AIUB,Male,20,Rural,Middle,4,1,2.76,8.35,0,Claude,5,3.72,1,38.6,5,1,1,59,5,5,2,4,3,5,5,1,Neutral
STU-11975,2028,AIUB,Male,21,Rural,Middle,4,1,2.19,8.73,0,Gemini,3,3.68,1,18.6,4,4,1,52,2,1,5,5,5,5,1,2,Banned
STU-11976,2026,KUET,Male,20,Rural,Lower-Middle,2,0,0.0,0.0,0,ChatGPT,2,4.0,3,0.0,4,1,1,50,4,3,4,1,0,5,4,4,Integration
STU-11976,2027,KUET,Male,20,Rural,Lower-Middle,5,0,0.0,0.0,1,GitHub Copilot,1,4.0,-1,0.0,5,3,0,43,3,3,5,2,2,3,4,3,Restriction
STU-11976,2028,KUET,Male,22,Rural,Lower-Middle,4,1,2.65,7.52,1,Claude,1,4.0,0,18.2,4,4,1,16,5,4,1,3,3,4,5,3,Integration
STU-11977,2026,BU,Female,19,Rural,Middle,5,1,3.07,7.42,0,Claude,1,3.62,0,37.1,3,4,0,39,3,1,3,2,1,4,1,2,Neutral
STU-11977,2027,BU,Female,20,Rural,Middle,3,1,2.86,7.0,0,Gemini,3,3.6,1,33.8,1,1,0,44,4,2,1,3,3,4,1,2,Neutral
STU-11977,2028,BU,Female,22,Rural,Middle,3,1,2.09,6.74,0,Other,5,3.75,0,31.3,5,3,1,52,2,5,2,3,3,5,2,2,Integration
STU-11978,2026,DMC,Female,19,Rural,Lower-Middle,1,0,0.0,0.0,1,ChatGPT,1,3.33,-1,0.0,5,5,1,32,5,5,3,1,0,3,1,5,Banned
STU-11978,2027,DMC,Female,20,Rural,Lower-Middle,5,1,2.01,6.75,0,GitHub Copilot,1,3.34,0,31.3,4,4,0,38,2,5,2,3,2,3,5,1,Neutral
STU-11978,2028,DMC,Female,22,Rural,Lower-Middle,5,1,3.74,9.89,1,GitHub Copilot,3,3.32,3,17.0,5,1,1,34,5,2,1,4,3,2,4,1,Integration
STU-11979,2026,CU,Female,20,Urban,Lower-Middle,1,1,1.21,2.57,0,Claude,5,2.99,0,33.0,3,1,0,73,3,2,4,2,2,3,3,2,Restriction
STU-11979,2027,CU,Female,20,Urban,Lower-Middle,1,1,2.1,5.24,0,ChatGPT,1,2.96,0,31.7,5,5,0,43,2,1,2,2,2,5,4,4,Banned
STU-11979,2028,CU,Female,22,Urban,Lower-Middle,4,1,4.1,9.42,0,Gemini,1,2.93,2,19.0,4,5,0,42,4,4,3,3,2,5,4,3,Restriction
STU-11980,2026,CoU,Female,19,Urban,Middle,2,1,4.16,12.76,1,Gemini,5,2.74,2,41.9,5,4,0,38,5,3,1,2,2,5,2,2,Banned
STU-11980,2027,CoU,Female,21,Urban,Middle,1,0,0.21,0.71,0,Claude,5,2.61,-1,0.0,2,2,1,36,2,4,3,2,1,2,1,5,Banned
STU-11980,2028,CoU,Female,22,Urban,Middle,4,1,5.64,21.16,0,Claude,3,2.48,2,43.9,3,3,0,49,4,3,3,3,3,3,1,3,Banned
STU-11981,2026,DMC,Female,19,Urban,Lower-Middle,3,1,0.57,1.84,0,Other,4,2.8,2,38.4,3,5,0,37,5,4,1,1,0,4,3,5,Neutral
STU-11981,2027,DMC,Female,21,Urban,Lower-Middle,4,1,4.5,9.42,0,ChatGPT,1,2.67,-1,37.9,4,4,0,45,1,4,3,3,3,4,5,4,Neutral
STU-11981,2028,DMC,Female,22,Urban,Lower-Middle,3,1,5.49,18.08,1,Gemini,3,2.77,2,21.2,4,3,1,43,3,3,3,3,2,5,3,5,Integration
STU-11982,2026,ULAB,Male,20,Urban,Lower-Middle,1,1,3.39,9.01,0,Gemini,3,2.48,-1,17.8,4,4,0,37,5,5,4,2,1,3,3,2,Integration
STU-11982,2027,ULAB,Male,21,Urban,Lower-Middle,1,1,3.02,8.35,0,Other,5,2.46,1,47.9,3,4,0,37,1,1,5,3,2,4,5,2,Restriction
STU-11982,2028,ULAB,Male,21,Urban,Lower-Middle,2,1,5.66,17.33,0,Other,2,2.43,-1,12.6,2,3,1,42,1,4,2,4,3,5,2,5,Neutral
STU-11983,2026,MIST,Female,19,Urban,Lower-Middle,2,1,2.18,8.26,0,Other,4,3.43,2,13.8,5,2,0,61,3,5,4,2,2,1,5,1,Integration
STU-11983,2027,MIST,Female,20,Urban,Lower-Middle,4,1,1.11,3.68,0,GitHub Copilot,4,3.45,2,30.6,4,2,0,29,4,4,5,3,2,3,2,1,Restriction
STU-11983,2028,MIST,Female,21,Urban,Lower-Middle,1,1,3.66,9.89,0,Gemini,2,3.47,2,36.7,4,2,1,42,5,4,2,5,5,3,5,3,Neutral
STU-11984,2026,NSU,Male,19,Rural,Middle,3,0,0.0,0.0,0,ChatGPT,3,2.96,2,0.0,5,1,0,47,4,5,2,4,3,3,4,3,Neutral
STU-11984,2027,NSU,Male,20,Rural,Middle,1,1,3.69,11.5,0,ChatGPT,1,2.96,1,30.5,2,1,1,27,4,1,2,5,5,4,4,3,Banned
STU-11984,2028,NSU,Male,22,Rural,Middle,2,1,2.82,7.05,0,Other,3,2.81,1,27.0,5,2,0,49,2,1,3,5,5,5,5,5,Neutral
STU-11985,2026,SSMC,Male,19,Urban,Upper-Middle,3,1,0.86,1.83,0,Other,3,3.97,1,26.2,1,3,0,57,1,5,2,3,3,1,2,2,Neutral
STU-11985,2027,SSMC,Male,20,Urban,Upper-Middle,3,1,3.52,10.1,0,ChatGPT,5,3.99,3,31.2,5,4,0,40,4,5,3,3,3,5,2,3,Banned
STU-11985,2028,SSMC,Male,21,Urban,Upper-Middle,1,1,1.21,2.7,0,ChatGPT,1,3.89,3,38.3,1,5,0,36,2,1,1,4,3,3,1,1,Banned
STU-11986,2026,JnU,Male,20,Urban,High,2,1,1.02,2.24,0,GitHub Copilot,4,3.39,1,18.1,2,2,0,30,3,3,5,4,3,5,5,5,Integration
STU-11986,2027,JnU,Male,21,Urban,High,2,1,1.08,3.81,0,Claude,3,3.48,3,16.1,5,2,1,65,4,5,1,4,3,3,4,5,Neutral
STU-11986,2028,JnU,Male,22,Urban,High,5,1,2.99,7.64,0,GitHub Copilot,2,3.55,-1,24.5,5,2,0,38,3,4,3,5,5,3,5,5,Integration
STU-11987,2026,BRACU,Female,19,Rural,Low,3,1,1.47,4.1,1,Claude,5,3.83,1,46.0,5,1,1,47,2,5,1,3,3,3,2,2,Restriction
STU-11987,2027,BRACU,Female,21,Rural,Low,4,1,3.32,12.67,0,GitHub Copilot,4,3.87,3,36.4,5,5,1,47,4,3,4,4,3,1,1,1,Integration
STU-11987,2028,BRACU,Female,22,Rural,Low,2,1,1.61,4.75,0,GitHub Copilot,3,3.92,2,25.1,3,4,0,25,4,3,2,5,4,4,1,3,Integration
STU-11988,2026,AIUB,Male,19,Urban,Middle,4,1,1.56,5.84,0,Gemini,2,3.66,3,19.4,4,1,0,45,2,2,3,3,3,5,5,3,Integration
STU-11988,2027,AIUB,Male,21,Urban,Middle,2,1,2.72,7.95,0,Gemini,2,3.76,-1,10.5,2,3,0,47,1,4,4,3,2,1,2,2,Restriction
STU-11988,2028,AIUB,Male,21,Urban,Middle,1,1,2.72,9.58,0,ChatGPT,2,3.72,-1,25.3,3,4,0,32,1,2,1,5,4,1,5,1,Banned
